CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
C03867,24,Fiber Optic,Two Year,74.31,1976.23,Bank Transfer,No
C03868,49,Fiber Optic,Month-to-Month,55.84,3078.66,Electronic Check,No
C03869,37,Fiber Optic,Month-to-Month,60.89,2280.9,Mailed Check,No
C03870,10,FIBER,One Year,89.75,1001.35,Mailed Check,Yes
C03871,71,Fiber Optic,Month-to-Month,34.62,2246.26,Electronic Check,No
C03872,5,Fiber Optic,MONTHLY,70.48,,Bank Transfer,No
C03873,6,Fiber Optic,Month-to-Month,71.56,402.56,Credit Card,Yes
C03874,14,Fiber Optic,month-to-month,15.0,205.46,Credit Card,Yes
C03875,34,Fiber Optic,Two Year,38.98,1228.83,Bank Transfer,Yes
C03876,15,, Month-to-Month ,71.4,1224.02,Mailed Check,No
C03877,72,Fiber Optic,Month-to-Month,43.96,3102.84,Electronic Check,No
C03878,11,Fiber Optic,Two Year,68.74,851.34,Bank Transfer,No
C03879,13,,One Year,74.91,964.21,Bank Transfer,No
C03880,48,Fiber Optic,Two Year,38.65,1772.73,Credit Card,No
C03881,69,Fiber Optic,Month-to-Month,25.11,1743.84,Electronic Check,Yes
C03882,19,DSL,Month-to-Month,50.23,1011.27,Credit Card,No
C03883,28,Fiber Optic,Two Year, 66.04 ,1653.76,Bank Transfer,No
C03884,11,DSL,Month-to-Month,48.89,605.12,Credit Card,No
C03885,1,DSL,Month-to-Month,108.26,113.37,Credit Card,Yes
C03886,11,,MONTHLY,57.94,627.77,Electronic Check,No
C03887,57,Fiber Optic,Month-to-Month,66.51,3674.86,Electronic Check,No
C03888,26,Fiber Optic, two year,79.08,2097.73,Bank Transfer,No
C03889,47,FIBER,MONTHLY,80.99,4001.91,Bank Transfer,No
C03890,19,DSL,Month-to-Month,41.19,827.06,Credit Card,No
C03891,38,FIBER,MONTHLY,59.27,2215.8,Bank Transfer,Yes
C03892,55,No Internet,One Year,34.17,1993.21,Credit Card,No
C03893,24,Fiber Optic,Month-to-Month,61.87,1353.84,Electronic Check,No
C03894,62,DSL,One Year,41.29,2621.78,Credit Card,No
C03895,25,DSL,Month-to-Month,62.04,1509.88,Credit Card,No
C03896,43,DSL,Two Year, 84.26 ,3518.93,Bank Transfer,No
C03897,38,No Internet,month-to-month,114.82,4534.56,Electronic Check,No
C03898,24,Fiber Optic,Month-to-Month,59.46,1544.09,Electronic Check,No
C03899,6,,One Year,78.93,407.36,Bank Transfer,No
C03900,16,FIBER,Month-to-Month,124.64,2019.82,Credit Card,No
C03901,37,Fiber Optic,One Year,84.77,2769.4,Mailed Check,No
C03902,40,Fiber Optic,One Year,15.0,530.23,Electronic Check,No
C03903,19,Fiber Optic,Month-to-Month,70.17,1399.5,Electronic Check,No
C03904,37,DSL,One Year,72.12,3019.18,,No
C03905,66,Fiber Optic,Month-to-Month,63.58,4362.77,Electronic Check,No
C03906,14,No Internet,One Year,64.0,763.83,Electronic Check,No
C03907,66,DSL,Month-to-Month,105.17,6528.51,Credit Card,No
C03908,17, Fiber Optic ,Month-to-Month,79.7,1545.81,Electronic Check,No
C03909,44,No Internet,month-to-month,72.69,3574.04,Electronic Check,Yes
C03910,61, Fiber Optic ,Two Year,66.67,3591.11,Electronic Check,No
C03911,51,DSL,month-to-month,90.76,4635.6,Credit Card,No
C03912,18,Fiber Optic,month-to-month,82.24,1297.24,Electronic Check,No
C03913,45,DSL,Month-to-Month,30.01,1198.14,Bank Transfer,Yes
C03914,39,No Internet,One Year,57.66,1916.28,Credit Card,No
C03915,16,Fiber Optic,2 Year,83.5,1321.64,Electronic Check,No
C03916,54, Fiber Optic ,Month-to-Month,99.51,5740.61,Mailed Check,Yes
C03917,46,Fiber Optic,Month-to-Month,18.23,889.77,Credit Card,Yes
C03918,64,No Internet,Month-to-Month,88.41,6124.82,Mailed Check,No
C03919,34,DSL,Month-to-Month,71.29,2454.02,Bank Transfer,Yes
C03920,8,Fiber optic,Month-to-Month,82.12,657.51,Mailed Check,Yes
C03921,13,DSL,Month-to-Month,92.98,1276.25,Credit Card,No
C03922,57,Fiber Optic,One Year,48.27,3091.59,Bank Transfer,No
C03923,14,Fiber Optic,One Year,82.76,1076.84,Electronic Check,No
C03924,49,fiber optic,Two Year,87.69,4908.33,Electronic Check,No
C03925,54,No Internet,Two Year,28.68,1623.34,Bank Transfer,No
C03926,63,Fiber Optic,One Year,70.15,4002.39,Credit Card,No
C03927,39,DSL,Two Year,55.74,1968.05,Electronic Check,No
C03928,42,DSL,Two Year,44.98,2114.18,,No
C03929,66,Fiber Optic,Month-to-Month,119.27,8112.5,Bank Transfer,Yes
C03930,17,DSL,Two Year, 71.73 ,$1345.43,Electronic Check,No
C03931,39,Fiber Optic,Month-to-Month,81.64,3607.75,Credit Card,No
C03932,13,No Internet,Month-to-Month,55.72,793.58,Mailed Check,No
C03933,20,Fiber optic,Month-to-Month,88.86,1725.89,Bank Transfer,Yes
C03934,20,,Month-to-Month,67.77,1195.26,Bank Transfer,No
C03935,10,Fiber Optic,Month-to-Month,68.6,626.61,Credit Card,Yes
C03936,44,DSL,Month-to-Month,48.71,1978.54,Mailed Check,No
C03937,34,DSL,Month-to-Month,80.15,2375.1,Mailed Check,No
C03938,35,DSL,One Year,99.86,3358.38,Bank Transfer,No
C03939,43,No Internet,One Year,68.97,3087.52,Bank Transfer,No
C03940,8,No Internet,Month-to-Month,83.28,741.75,Bank Transfer,No
C03941,1,Fiber Optic, one year,51.42,54.56,Credit Card,No
C03942,33,Fiber Optic,Two Year,88.95,2662.21,Credit Card,No
C03943,63,,Month-to-Month,39.08,2291.03,Electronic Check,No
C03944,53,DSL,month-to-month,30.62,1640.91,Credit Card,Yes
C03945,72,Fiber Optic,Month-to-Month,77.88,5682.89,Mailed Check,No
C03946,17,Fiber Optic,One Year,45.64,763.12,Mailed Check,Yes
C03947,36,Fiber Optic,One Year,75.41,2433.24,Electronic Check,No
C03948,18,Fiber Optic,Month-to-Month,87.81,1661.54,Electronic Check,No
C03949,54,DSL,Month-to-Month,68.86,4238.59,Electronic Check,Yes
C03950,18,Fiber Optic,Two Year,72.23,1435.44,Mailed Check,No
C03951,71,DSL,Month-to-Month,51.25,3540.96,Credit Card,No
C03952,60,DSL,Two Year,48.47,2844.97,Electronic Check,No
C03953,25,Fiber Optic,One Year,104.23,2818.74,Bank Transfer,No
C03954,41,Fiber Optic,Two Year,75.54,3419.8,Mailed Check,No
C03955,72,Fiber Optic,Month-to-Month,88.74,,Mailed Check,No
C03956,68,DSL,Two Year,85.62,5319.54,Credit Card,No
C03957,70,DSL,Month-to-Month,92.93,6821.34,Bank Transfer,Yes
C03958,46,Fiber Optic,Two Year,79.08,3730.04,Mailed Check,No
C03959,22,fiber optic,Month-to-Month,73.34,1483.28,Mailed Check,No
C03960,48,DSL ,Month-to-Month,25.83,1405.69,Mailed Check,No
C03961,27,Fiber Optic,Month-to-Month,,1637.31,Credit Card,Yes
C03962,34, Fiber Optic ,Month-to-Month,43.82,1653.33,Mailed Check,No
C03963,13,DSL,Month-to-Month,81.41,1171.88,Mailed Check,Yes
C03964,0,Fiber Optic,Month-to-Month,77.26,79.47,Bank Transfer,Yes
C03965,49,Fiber Optic,Month-to-Month,98.9,4290.8,Credit Card,Yes
C03966,67,dsl,Two Year,90.72,6393.45,Bank Transfer,No
C03967,36,,One Year,51.53,1752.8,Bank Transfer,No
C03968,59,DSL,Month-to-Month,83.83,5483.03,Credit Card,No
C03969,69,Fiber Optic,One Year,44.05,3025.49,Bank Transfer,Yes
C03970,27,Fiber Optic,Month-to-Month,114.89,2754.61,Electronic Check,Yes
C03971,41,Fiber optic,One Year,82.56,2976.55,Electronic Check,No
C03972,69,DSL,Month-to-Month,73.89,4610.17,Credit Card,Yes
C03973,20,Fiber Optic,One Year,82.31,1704.92,Credit Card,No
C03974,67,DSL,One Year,,4520.91,Electronic Check,No
C03975,19,DSL,Two Year,60.96,1145.42,Credit Card,No
C03976,25,Fiber Optic,Month-to-Month, 51.99 ,1345.28,Electronic Check,Yes
C03977,38,Fiber optic,Month-to-Month,73.28,2961.67,Mailed Check,Yes
C03978,70,DSL,Two Year,76.57,5882.9,Electronic Check,No
C03979,56,Fiber optic,One Year,56.73,3232.86,Credit Card,Yes
C03980,40,DSL,One Year,,3977.55,Mailed Check,No
C03981,15,Fiber Optic,Month-to-Month,49.43,831.38,Credit Card,No
C03982,22,DSL,Month-to-Month,103.47,,Electronic Check,No
C03983,2,DSL,Two Year,15.0,33.8,Electronic Check,No
C03984,4,DSL,One Year,53.85,219.67,Mailed Check,Yes
C03985,72,DSL,One year ,,5979.91,Electronic Check,No
C03986,14,DSL,One Year,126.25,1819.51,Bank Transfer,No
C03987,25,,Two Year,81.62,1964.27,Mailed Check,No
C03988,13,Fiber Optic,One Year,90.85,1071.86,Credit Card,No
C03989,41,Fiber optic,Month-to-Month,,3453.52,Electronic Check,Yes
C03990,32,DSL,One Year,69.49,2283.69,Bank Transfer,No
C03991,25,Fiber Optic,Month-to-Month,75.06,1686.91,Credit Card,No
C03992,66,dsl,One Year,84.66,4985.41,Electronic Check,No
C03993,19,Fiber Optic,Two Year,74.54,1379.05,Bank Transfer,No
C03994,18,Fiber Optic,One Year,92.53,1526.13,Electronic Check,No
C03995,38,Fiber Optic,One Year,99.17,3418.13,Bank Transfer,Yes
C03996,48,DSL,One Year,51.28,2092.72,Mailed Check,No
C03997,68,DSL,2 Year,51.08,3216.83,Electronic Check,No
C03998,19,No Internet,One Year,53.52,1088.95,Electronic Check,No
C03999,20,Fiber optic, Month-to-Month ,92.9,2113.31,Electronic Check,Yes
C04000,8, Dsl,Month-to-Month,56.3,$401.25,Electronic Check,Yes
C04001,63,DSL ,Month-to-Month,72.93,4338.2,Electronic Check,Yes
C04002,52,dsl,Two Year,74.64,4383.49,Electronic Check,No
C04003,44,DSL,1 Year,51.64,2499.72,Electronic Check,No
C04004,24,DSL,Month-to-Month,,2188.23,Electronic Check,No
C04005,23,Fiber Optic,Two Year,22.84,469.7,Electronic Check,No
C04006,41,Fiber Optic,Month-to-Month,80.74,3057.16,Mailed Check,Yes
C04007,25,Fiber Optic,One Year,52.7,1223.07,Credit Card,Yes
C04008,32,DSL,Month-to-Month,46.56,1552.17,Credit Card,No
C04009,37,Fiber Optic,Month-to-Month,50.67,1781.09,Electronic Check,No
C04010,52,Fiber Optic,MONTHLY, 79.4 ,,Bank Transfer,No
C04011,23,No Internet,Month-to-Month,47.86,1093.78,Mailed Check,No
C04012,66,No Internet,Month-to-Month,75.82,4266.83,Credit Card,Yes
C04013,29,No Internet,Month-to-Month,,3032.79,Credit Card,Yes
C04014,71,DSL,Month-to-Month,140.0,8828.3,Bank Transfer,No
C04015,4,DSL,Two Year,38.84,160.99,Electronic Check,Yes
C04016,50,DSL,Month-to-Month, 93.81 ,4147.81,Credit Card,Yes
C04017,52, Dsl,Month-to-Month,48.41,2882.71,Electronic Check,No
C04018,46,DSL ,Month-to-Month,55.49,2246.99,Credit Card,No
C04019,69,Fiber Optic,Two Year,15.0,939.53,Bank Transfer,No
C04020,72,Fiber Optic,Month-to-Month,47.88,3085.57,Credit Card,Yes
C04021,5,Fiber Optic,Two Year,103.84,578.09,Electronic Check,Yes
C04022,44,DSL,One Year,53.68,2081.79,Bank Transfer,No
C04023,35,DSL,month-to-month,69.33,2375.8,Credit Card,Yes
C04024,14,DSL,One Year,88.62,1418.05,Electronic Check,No
C04025,44,DSL,One Year,62.19,2868.28,,No
C04026,6,Fiber Optic,One Year,55.88,345.39,Electronic Check,Yes
C04027,19,DSL,Month-to-Month,67.71,1431.63,Credit Card,No
C04028,72,DSL,Month-to-Month,55.81,,Electronic Check,No
C04029,66,Fiber Optic,Two Year,70.75,4538.64,Credit Card,No
C04030,27,No Internet,Two Year,88.62,$2644.36,Credit Card,No
C04031,44,DSL,Month-to-Month,83.93,3394.7,,No
C04032,35,DSL,Two Year, 66.76 ,2443.35,Electronic Check,No
C04033,70,DSL,One Year,132.26,9666.24,Electronic Check,Yes
C04034,27,Fiber Optic, Month-to-Month ,81.63,2074.29,Bank Transfer,Yes
C04035,37,,One Year,30.08,1208.43,Electronic Check,No
C04036,4,DSL,Month-to-Month,73.17,290.71,Credit Card,No
C04037,59,No Internet,Two Year,96.2,6375.6,Electronic Check,No
C04038,68,DSL,One Year,79.26,5187.93,Electronic Check,No
C04039,52,No internet,Month-to-Month,42.01,2391.43,Electronic Check,Yes
C04040,33,DSL,One Year,95.76,3611.9,Bank Transfer,No
C04041,56,,One Year,87.98,4409.65,Electronic Check,No
C04042,26,Fiber Optic,One Year,68.22,1869.13,Electronic Check,No
C04043,28,DSL,Two Year,62.28,1941.72,Electronic Check,No
C04044,56,dsl,Two Year,,3899.32,Electronic Check,No
C04045,33,,Month-to-Month,90.04,2701.74,Bank Transfer,No
C04046,25,No Internet, one year,45.71,1045.21,Electronic Check,No
C04047,4,DSL,Two Year,45.23,206.04,Mailed Check,No
C04048,61,DSL,Month-to-Month,65.35,$4335.1,Electronic Check,Yes
C04049,55,No Internet,Month-to-Month,121.43,6044.91,Electronic Check,No
C04050,55,Fiber Optic,Month-to-Month,17.87,905.3,Electronic Check,No
C04051,69,dsl,One Year,74.56,5482.44,Bank Transfer,No
C04052,15, No Internet ,One Year,62.65,,Bank Transfer,No
C04053,29,Fiber Optic,Two Year,80.96,2494.56,Bank Transfer,Yes
C04054,17,fiber optic,Month-to-Month,27.81,445.4,Mailed Check,No
C04055,21,Fiber Optic, Month-to-Month , 82.67 ,1909.96,Electronic Check,No
C04056,53,No Internet,One Year,66.45,3218.15,Mailed Check,No
C04057,47,Fiber Optic,One Year,52.9,2809.8,,No
C04058,33,Fiber optic, two year,66.24,$2435.69,Electronic Check,No
C04059,20,fiber optic,Month-to-Month,59.86,1140.13,Bank Transfer,Yes
C04060,46,DSL,Month-to-Month,62.62,2465.59,Mailed Check,Yes
C04061,42,DSL,One Year,107.98,4279.85,Electronic Check,Yes
C04062,38,Fiber Optic,One year ,104.74,3608.7,Electronic Check,No
C04063,39,No Internet,Month-to-Month,52.69,2096.12,Mailed Check,No
C04064,56,Fiber Optic,Month-to-Month,81.67,4865.87,Mailed Check,No
C04065,10,NO INTERNET,Month-to-Month,70.0,650.53,Bank Transfer,No
C04066,44,Fiber Optic, two year,87.55,3377.31,Electronic Check,No
C04067,25,Fiber Optic,One Year,76.52,1949.63,Credit Card,No
C04068,63,Fiber Optic,One Year,73.34,4365.01,Bank Transfer,No
C04069,31,Fiber Optic,Month-to-Month,37.31,,Electronic Check,Yes
C04070,61,DSL,One Year,90.26,5150.62,Bank Transfer,No
C04071,61,No Internet,Month-to-Month,94.38,5388.53,Bank Transfer,Yes
C04072,25,Fiber Optic,Month-to-Month,123.57,3005.69,Electronic Check,Yes
C04073,28,Fiber Optic,One year ,63.58,1597.6,Mailed Check,Yes
C04074,39,fiber optic,Month-to-Month,47.28,2084.59,Bank Transfer,Yes
C04075,50,Fiber Optic,Month-to-Month,81.96,4406.17,Electronic Check,No
C04076,63,No Internet,Month-to-Month,90.74,5510.56,Credit Card,No
C04077,61,FIBER,Month-to-Month,75.01,4425.13,Credit Card,No
C04078,23,DSL ,One Year,76.22,1822.74,Electronic Check,No
C04079,52,,Two Year,93.91,4606.57,Credit Card,No
C04080,69,fiber optic,Month-to-Month,93.98,6407.8,Electronic Check,Yes
C04081,34,Fiber Optic,Two Year, 59.16 ,1835.09,Electronic Check,No
C04082,55,Fiber Optic,Month-to-Month,15.0,798.46,Electronic Check,Yes
C04083,38,DSL,Month-to-Month,,2663.1,Bank Transfer,Yes
C04084,24,Fiber Optic,Month-to-Month,43.5,1067.94,Mailed Check,Yes
C04085,71,Fiber Optic,One Year,56.3,4250.95,Electronic Check,No
C04086,65,Fiber Optic,Two Year,104.54,7152.55,Mailed Check,No
C04087,65,Fiber Optic,Two Year,98.94,6926.18,Electronic Check,No
C04088,17, No Internet ,month-to-month,18.55,350.23,Bank Transfer,No
C04089,58,Fiber Optic,One Year,77.31,4201.97,Electronic Check,Yes
C04090,40,No Internet,One Year,102.0,4477.04,Credit Card,No
C04091,41,DSL,Month-to-Month,102.09,3672.33,Credit Card,Yes
C04092,67,Fiber Optic, Month-to-Month ,102.95,$6438.78,Electronic Check,No
C04093,12,DSL,Month-to-Month,34.92,456.21,Bank Transfer,Yes
C04094,50,Fiber Optic,Month-to-Month,33.92,1767.38,Credit Card,No
C04095,24,DSL,1 Year,54.13,1260.8,Electronic Check,No
C04096,30,DSL,Month-to-Month,74.66,2170.88,Credit Card,No
C04097,1,,Month-to-Month,53.19,49.24,Electronic Check,No
C04098,1,DSL,One Year,65.96,75.01,Bank Transfer,No
C04099,4,,2 Year,53.57,202.5,Electronic Check,No
C04100,31,Fiber Optic,Two Year,84.81,2914.65,Electronic Check,No
C04101,1,Fiber Optic,One Year,89.87,,Credit Card,No
C04102,31,dsl,Month-to-Month,60.2,1668.07,Credit Card,No
C04103,64,Fiber Optic,Month-to-Month,70.86,4385.82,Bank Transfer,No
C04104,43,Fiber Optic,One year ,66.61,2674.22,,Yes
C04105,53,DSL,Two Year,112.46,6454.28,Credit Card,No
C04106,39,Fiber Optic,Two Year ,65.79,2716.51,Electronic Check,No
C04107,34,DSL,One Year,20.52,753.76,Electronic Check,No
C04108,21,Fiber Optic,Month-to-Month,40.21,793.83,,Yes
C04109,24,Fiber Optic,Two Year,18.62,386.57,Electronic Check,No
C04110,21,Fiber Optic,One Year,36.87,811.63,Electronic Check,Yes
C04111,20,Fiber Optic,Month-to-Month,86.35,1670.64,Credit Card,No
C04112,72,DSL,One Year,97.56,6542.82,Electronic Check,No
C04113,68,DSL,One Year,67.11,5021.72,Bank Transfer,No
C04114,61, No Internet ,One Year,64.57,3431.5,Credit Card,No
C04115,9,Fiber Optic, one year,66.37,545.72,Electronic Check,No
C04116,27,DSL,One Year, 81.42 ,2393.17,Credit Card,No
C04117,63,Fiber optic,Two Year,67.19,$3749.17,Electronic Check,No
C04118,53,No Internet,Month-to-Month,112.15,6374.29,Credit Card,No
C04119,7,Fiber Optic,Month-to-Month, 89.36 ,717.26,Electronic Check,Yes
C04120,39,DSL,Month-to-Month,44.11,1720.97,Mailed Check,Yes
C04121,44,Fiber Optic,Two Year,15.0,605.39,Electronic Check,No
C04122,58,No Internet,Month-to-Month,77.8,4624.75,Electronic Check,No
C04123,22,DSL,Month-to-Month,73.43,1784.38,Credit Card,No
C04124,1,DSL,Two Year,78.65,70.12,Credit Card,Yes
C04125,10,DSL,Two Year,88.45,996.4,Electronic Check,No
C04126,60,Fiber Optic,Month-to-Month,83.49,5722.84,Bank Transfer,Yes
C04127,5, Fiber Optic ,Month-to-Month,54.14,252.36,Electronic Check,Yes
C04128,29,Fiber Optic,Month-to-Month,68.04,2008.84,Mailed Check,No
C04129,68,DSL,Two Year,66.02,4252.68,Bank Transfer,No
C04130,68,Fiber Optic,Month-to-Month,42.11,3224.52,Credit Card,No
C04131,47,Fiber Optic,MONTHLY,85.04,3560.99,Bank Transfer,No
C04132,70,No Internet,Month-to-Month, 57.24 ,4242.98,Electronic Check,Yes
C04133,12,Fiber Optic,One Year,19.06,236.9,Electronic Check,Yes
C04134,9,Fiber Optic,Month-to-Month,82.12,653.97,Electronic Check,Yes
C04135,56,Fiber Optic,Two Year,59.03,3400.38,Electronic Check,No
C04136,67,DSL,Month-to-Month,15.0,934.73,Electronic Check,Yes
C04137,6,Fiber Optic,Month-to-Month,76.82,473.64,Electronic Check,Yes
C04138,71,fiber optic,Two Year,70.38,5235.32,Electronic Check,No
C04139,38,Fiber Optic, Month-to-Month , 47.7 ,2041.55,,No
C04140,50,No Internet,1 Year,,2145.28,Bank Transfer,No
C04141,16,Fiber Optic,Two Year,70.65,1036.02,Electronic Check,No
C04142,18,DSL,1 Year,79.1,1299.19,Mailed Check,No
C04143,47,Fiber Optic,Month-to-Month,60.49,2643.64,Credit Card,No
C04144,7,DSL,One Year,,616.04,Electronic Check,No
C04145,26,Fiber Optic,One Year,61.56,1518.96,Bank Transfer,Yes
C04146,32,Fiber optic,Two Year,70.64,2308.64,Bank Transfer,No
C04147,4,DSL,Month-to-Month,82.18,,Bank Transfer,No
C04148,69,DSL,One Year,81.67,6271.57,Mailed Check,No
C04149,24,Fiber Optic,Month-to-Month,58.67,1222.5,Electronic Check,No
C04150,52,Fiber Optic,Two Year,49.74,2452.97,Bank Transfer,No
C04151,30, Dsl,Month-to-Month,68.19,2159.62,Electronic Check,Yes
C04152,38,No Internet,Month-to-Month,,3597.21,Electronic Check,Yes
C04153,4,Fiber Optic,Month-to-Month,46.45,173.53,Electronic Check,No
C04154,45,Fiber Optic,Month-to-Month,112.01,4407.24,Electronic Check,No
C04155,1,No Internet,Month-to-Month,90.73,103.58,Bank Transfer,Yes
C04156,63,DSL, Month-to-Month ,57.77,,Mailed Check,No
C04157,70,DSL,Two Year,69.66,4489.0,Bank Transfer,No
C04158,23,Fiber Optic,One Year,41.92,1031.78,Electronic Check,No
C04159,43,DSL,Month-to-Month,15.0,706.45,Credit Card,No
C04160,50,Fiber Optic,Month-to-Month,71.4,3123.77,Bank Transfer,No
C04161,24,Fiber Optic,Two Year,73.31,1926.69,Electronic Check,Yes
C04162,18,DSL,Two Year ,,$641.49,,No
C04163,5,Fiber Optic,Month-to-Month,69.12,303.18,Electronic Check,No
C04164,16,Fiber Optic,Month-to-Month,76.8,1249.06,,Yes
C04165,13,Fiber Optic,One Year, 83.5 ,$1225.73,Electronic Check,No
C04166,70,DSL,Month-to-Month,28.14,1840.7,Credit Card,No
C04167,19,FIBER,One Year,45.66,817.77,Electronic Check,Yes
C04168,71,No Internet,Month-to-Month,81.67,5454.53,Electronic Check,No
C04169,34,Fiber Optic,Month-to-Month,78.43,2740.11,Electronic Check,No
C04170,19,DSL,Month-to-Month,69.77,,Electronic Check,Yes
C04171,33,DSL,Two Year,101.01,2966.67,Bank Transfer,No
C04172,51,DSL,One Year,83.57,,Electronic Check,No
C04173,16,dsl,One Year,70.95,1244.42,Bank Transfer,No
C04174,69,DSL,One Year,66.67,5195.05,Credit Card,No
C04175,4,Fiber Optic,month-to-month,69.07,$239.9,Electronic Check,No
C04176,70,DSL,Month-to-Month,64.21,4314.34,Credit Card,No
C04177,7,dsl,Two Year,,405.58,Electronic Check,Yes
C04178,61,No Internet,Month-to-Month,50.75,3136.74,Bank Transfer,No
C04179,62,Fiber Optic,Month-to-Month,76.62,4276.83,Electronic Check,Yes
C04180,4,Fiber Optic,Month-to-Month,46.9,189.88,Electronic Check,No
C04181,51,DSL,Month-to-Month,107.75,5015.28,Credit Card,No
C04182,29,Fiber Optic,Month-to-Month,46.43,1337.69,Mailed Check,No
C04183,61,DSL ,Month-to-Month,54.71,3717.48,Electronic Check,No
C04184,13,Fiber Optic,Month-to-Month,48.43,579.17,Electronic Check,No
C04185,54,DSL,One Year,29.05,1392.16,Electronic Check,No
C04186,10,Fiber Optic,Month-to-Month,52.16,455.69,Credit Card,Yes
C04187,26,No Internet,One Year,82.58,$2086.71,Electronic Check,No
C04188,2,fiber optic,Month-to-Month,104.45,188.06,Electronic Check,Yes
C04189,45,Fiber Optic,Two Year,51.0,2537.43,Electronic Check,No
C04190,11,Fiber Optic,Month-to-Month,49.87,629.62,Electronic Check,No
C04191,12,DSL, Month-to-Month ,33.33,389.56,Electronic Check,No
C04192,36,DSL ,One Year,59.55,2207.9,Credit Card,No
C04193,4,Fiber Optic,Two Year,33.44,147.44,Electronic Check,No
C04194,55,Fiber Optic,One Year,53.45,2667.94,Mailed Check,No
C04195,62,Fiber Optic,Two Year, 49.33 ,2759.17,Credit Card,No
C04196,23,DSL,MONTHLY,36.83,900.19,,No
C04197,46,DSL,Month-to-Month,76.65,3075.41,Credit Card,No
C04198,31,Fiber Optic,Month-to-Month,103.74,3412.67,Mailed Check,Yes
C04199,36,fiber optic,Month-to-Month,67.8,2572.45,Electronic Check,Yes
C04200,5,DSL,One Year,81.53,404.47,Credit Card,No
C04201,56, Fiber Optic ,Month-to-Month, 92.52 ,4538.75,Bank Transfer,Yes
C04202,15,DSL,One Year,64.46,939.66,Credit Card,No
C04203,70,DSL,Two Year,49.04,3359.5,Credit Card,No
C04204,40,No Internet,Month-to-Month,90.67,4085.2,Bank Transfer,No
C04205,71,No Internet,1 Year,72.42,4389.88,Mailed Check,No
C04206,3,DSL,One Year,53.29,148.83,Mailed Check,No
C04207,31,Fiber Optic,One Year,86.8,3029.05,Credit Card,No
C04208,59,No Internet,Month-to-Month, 54.17 ,3226.34,Credit Card,No
C04209,50,DSL,Month-to-Month,43.94,1991.07,Mailed Check,No
C04210,24, Fiber Optic ,Month-to-Month,63.63,1581.82,Credit Card,Yes
C04211,7,NO INTERNET,One Year,59.28,353.34,Bank Transfer,No
C04212,19,DSL,Month-to-Month,104.96,1967.42,Electronic Check,No
C04213,35,DSL,One Year,64.66,2031.08,Bank Transfer,No
C04214,71,Fiber Optic,Month-to-Month,38.4,2333.66,Credit Card,Yes
C04215,55,No Internet, one year,90.87,4854.65,Credit Card,No
C04216,21, Dsl,Month-to-Month,54.82,1038.71,Mailed Check,Yes
C04217,36,DSL,One Year,71.9,2374.68,Electronic Check,No
C04218,56,DSL,One Year,112.07,6588.47,Credit Card,No
C04219,58,DSL,Month-to-Month,104.6,6682.27,Electronic Check,No
C04220,18,FIBER,1 Year,25.48,444.86,,No
C04221,68,Fiber Optic,Month-to-Month, 66.7 ,4686.63,Electronic Check,Yes
C04222,25,DSL,One Year,28.3,662.62,Bank Transfer,No
C04223,56,Fiber Optic,month-to-month,94.83,,,No
C04224,64,Fiber optic,Month-to-Month,,3045.85,Electronic Check,Yes
C04225,8,DSL,Month-to-Month,92.66,813.35,Electronic Check,Yes
C04226,32,DSL,Month-to-Month,62.2,2214.14,Bank Transfer,No
C04227,30,Fiber Optic,Two Year,35.38,943.5,Credit Card,No
C04228,65,DSL, Month-to-Month ,97.17,6171.84,Electronic Check,No
C04229,61,Fiber Optic,Month-to-Month,26.08,1789.4,Bank Transfer,No
C04230,52,Fiber Optic,Month-to-Month,48.3,2638.62,Electronic Check,Yes
C04231,14,Fiber Optic,Month-to-Month,48.77,692.62,Bank Transfer,No
C04232,14,DSL,Two Year,69.01,1073.73,Bank Transfer,No
C04233,30,DSL,1 Year,52.94,1761.91,Credit Card,No
C04234,45,Fiber Optic,Month-to-Month,45.44,1774.48,Electronic Check,Yes
C04235,3,Fiber Optic,Two Year,64.88,207.08,Electronic Check,No
C04236,26,DSL,Month-to-Month,77.51,$2046.05,Mailed Check,No
C04237,16,No internet,2 Year,63.38,1163.95,Credit Card,No
C04238,23,Fiber Optic,Month-to-Month,55.94,1413.24,Bank Transfer,Yes
C04239,1,DSL,One Year,22.65,22.2,Credit Card,No
C04240,17,DSL,One Year,15.0,273.86,Electronic Check,Yes
C04241,66,DSL,Two Year, 56.76 ,3980.92,Credit Card,No
C04242,47,Fiber Optic,month-to-month,58.8,2960.78,Electronic Check,Yes
C04243,66,Fiber Optic,Two Year,58.2,3622.11,Credit Card,No
C04244,63,Fiber Optic,Two Year,,3162.84,Electronic Check,No
C04245,1,Fiber Optic,Two Year,111.27,114.98,,No
C04246,20,DSL,Month-to-Month,60.07,1378.77,Credit Card,Yes
C04247,36,DSL ,Month-to-Month,105.58,$3477.17,Credit Card,Yes
C04248,70,NO INTERNET,One Year,35.2,2258.24,Bank Transfer,No
C04249,3,No Internet,Two Year,111.55,372.27,Electronic Check,Yes
C04250,45,fiber optic,Two Year,79.95,3725.24,Bank Transfer,No
C04251,1,Fiber Optic,month-to-month,111.81,113.03,Electronic Check,Yes
C04252,0,dsl,Two Year,109.26,113.97,Bank Transfer,No
